vehicle_id,fir_number,reg_number,vehicle_type,make_color
V0002159,FIR-2025-004062,KA01NP1729,Mini Truck,Maroon Bajaj
V0002160,FIR-2025-004070,KA02MK6624,Mini Truck,Red Hyundai
V0002161,FIR-2025-004070,KA13MT1822,Car,Silver Hyundai
V0002162,FIR-2026-004071,KA52LD0205,Motorcycle,Blue Bajaj
V0002163,FIR-2023-004072,KA07GX1306,Mini Truck,Silver Hyundai
V0002164,FIR-2024-004073,KA32AZ1080,Motorcycle,White Maruti
V0002165,FIR-2024-004073,KA27JH4397,Mini Truck,White Maruti
V0002166,FIR-2023-004076,KA20QZ4468,Scooter,Silver Hyundai
V0002167,FIR-2024-004077,KA30RZ2835,SUV,White Hyundai
V0002168,FIR-2026-004079,KA02QM1544,Mini Truck,
V0002169,FIR-2023-004084,KA37GO4198,Scooter,
V0002170,FIR-2026-004087,KA16EP1874,Tempo,
V0002171,FIR-2023-004088,KA27FC9597,SUV,
V0002172,FIR-2025-004090,KA23PT8691,Auto Rickshaw,Red Honda
V0002173,FIR-2023-004092,KA25KG7449,Car,Silver Honda
V0002174,FIR-2024-004093,KA20YM6865,Auto Rickshaw,Black Hero
V0002175,FIR-2023-004096,KA49HU4543,Auto Rickshaw,Maroon Bajaj
V0002176,FIR-2023-004096,KA11UG7483,Car,
V0002177,FIR-2025-004098,KA08KO7461,Car,Silver Hero
V0002178,FIR-2023-004100,KA38AJ9433,Mini Truck,
V0002179,FIR-2024-004105,KA45AY9432,Scooter,White Honda
V0002180,FIR-2023-004108,KA43KW3777,SUV,Maroon Bajaj
V0002181,FIR-2025-004110,KA40RA6455,Mini Truck,White Hyundai
V0002182,FIR-2026-004111,KA15IN7956,Mini Truck,Silver Hero
V0002183,FIR-2023-004112,KA52SJ2636,Scooter,Maroon Hero
V0002184,FIR-2023-004112,KA25NV5612,Auto Rickshaw,Black Honda
V0002185,FIR-2023-004116,KA24QK8774,Car,Blue TVS
V0002186,FIR-2025-004122,KA18OH7613,Mini Truck,Grey Hero
V0002187,FIR-2023-004128,KA49HU4543,Mini Truck,Red Maruti
V0002188,FIR-2024-004129,KA44PH1720,Mini Truck,Maroon Maruti
V0002189,FIR-2025-004130,KA13RB8260,Scooter,Red Hero
V0002190,FIR-2024-004137,KA53YK8543,Motorcycle,Blue Hero
V0002191,FIR-2024-004137,KA48VH1229,Motorcycle,
V0002192,FIR-2025-004142,KA49HU4543,Motorcycle,Blue Honda
V0002193,FIR-2023-004144,KA18UX1224,Mini Truck,
V0002194,FIR-2025-004146,KA22EH9816,Scooter,Black Hyundai
V0002195,FIR-2025-004146,KA51SZ0672,SUV,White Hyundai
V0002196,FIR-2026-004147,KA12JE4540,Motorcycle,Blue Bajaj
V0002197,FIR-2026-004151,KA33AD1763,Tempo,
V0002198,FIR-2024-004153,KA14NM9569,Mini Truck,White Bajaj
V0002199,FIR-2024-004153,KA47FO2091,Motorcycle,Maroon Bajaj
V0002200,FIR-2025-004154,KA33BL4170,Car,Grey Honda
V0002201,FIR-2025-004158,KA06OG3037,Car,Red Hyundai
V0002202,FIR-2023-004160,KA13SV0387,Auto Rickshaw,Maroon Hero
V0002203,FIR-2023-004160,KA18OH7613,Auto Rickshaw,
V0002204,FIR-2024-004165,KA46WM8099,Car,Silver Hero
V0002205,FIR-2026-004167,KA37GO4198,Auto Rickshaw,Black Bajaj
V0002206,FIR-2025-004170,KA41AE9075,Auto Rickshaw,Maroon Hyundai
V0002207,FIR-2026-004171,KA40RA6455,Motorcycle,
V0002208,FIR-2023-004172,KA09LQ1214,SUV,White Hero
V0002209,FIR-2024-004173,KA33AK2593,Motorcycle,Blue Hero
V0002210,FIR-2026-004175,KA20YM6865,Auto Rickshaw,Silver Bajaj
V0002211,FIR-2023-004176,KA08OE7612,SUV,Black Hero
V0002212,FIR-2023-004176,KA26HE0842,Tempo,Grey TVS
V0002213,FIR-2024-004177,KA10QF2906,Auto Rickshaw,Blue Honda
V0002214,FIR-2025-004178,KA38AJ9433,Auto Rickshaw,Grey Hyundai
V0002215,FIR-2026-004179,KA06UN2223,Tempo,Maroon Bajaj
V0002216,FIR-2023-004180,KA48PO4246,Tempo,Silver Bajaj
V0002217,FIR-2026-004183,KA09TT1438,Car,Blue Maruti
V0002218,FIR-2026-004183,KA09JZ3966,Scooter,Maroon Maruti
V0002219,FIR-2023-004184,KA50FJ1771,Auto Rickshaw,Grey TVS
V0002220,FIR-2023-004184,KA16EP1874,Motorcycle,Maroon TVS
V0002221,FIR-2024-004185,KA25KG7449,Motorcycle,Silver Hero
V0002222,FIR-2026-004187,KA40ZR7921,Car,Black Hero
V0002223,FIR-2023-004188,KA45AY9432,Motorcycle,
V0002224,FIR-2023-004188,KA10RI3595,Mini Truck,Maroon Maruti
V0002225,FIR-2024-004189,KA49YD6965,Tempo,Black Hyundai
V0002226,FIR-2025-004194,KA28LL9937,Motorcycle,Silver Maruti
V0002227,FIR-2023-004196,KA23RN6071,Motorcycle,Red Hero
V0002228,FIR-2024-004201,KA50YQ7939,Tempo,Black Hero
V0002229,FIR-2023-004204,KA15FI5823,Tempo,Red Honda
V0002230,FIR-2025-004206,KA35MM6695,Tempo,Red Bajaj
V0002231,FIR-2024-004209,KA50YQ7939,Car,
V0002232,FIR-2024-004209,KA35ON1020,Scooter,Black Hyundai
V0002233,FIR-2026-004211,KA01GI4252,Tempo,
V0002234,FIR-2023-004212,KA21KY6211,Motorcycle,Maroon Honda
V0002235,FIR-2025-004214,KA50AT5707,Motorcycle,Maroon Bajaj
V0002236,FIR-2023-004216,KA35ON1020,Motorcycle,Maroon Maruti
V0002237,FIR-2024-004217,KA28RO2607,SUV,Blue Bajaj
V0002238,FIR-2025-004222,KA50LF9926,Tempo,Red Honda
V0002239,FIR-2025-004222,KA15IN7956,Auto Rickshaw,Black Honda
V0002240,FIR-2024-004225,KA06FT0407,Auto Rickshaw,Black Bajaj
V0002241,FIR-2025-004226,KA15MG8113,Auto Rickshaw,Grey Bajaj
V0002242,FIR-2024-004229,KA07DK6737,Scooter,
V0002243,FIR-2025-004230,KA43QR9755,Motorcycle,Blue Maruti
V0002244,FIR-2025-004230,KA28RO2607,Car,Silver TVS
V0002245,FIR-2026-004231,KA36JW6323,Motorcycle,Silver Hyundai
V0002246,FIR-2023-004232,KA53FI2704,Motorcycle,
V0002247,FIR-2025-004234,KA12QP6320,Mini Truck,
V0002248,FIR-2026-004235,KA40FD3293,Car,Black Hyundai
V0002249,FIR-2025-004238,KA44TZ1983,SUV,Grey Maruti
V0002250,FIR-2026-004239,KA50QS4957,Car,Maroon Honda
V0002251,FIR-2023-004240,KA46HH3914,Auto Rickshaw,Black Hero
V0002252,FIR-2024-004245,KA12AX8559,SUV,Silver Hero
V0002253,FIR-2024-004245,KA05QU5590,Tempo,Maroon Bajaj
V0002254,FIR-2024-004249,KA31HG8028,Auto Rickshaw,Maroon Bajaj
V0002255,FIR-2024-004249,KA50LF9926,Scooter,
V0002256,FIR-2026-004251,KA13QM7614,Auto Rickshaw,Blue Hero
V0002257,FIR-2026-004255,KA25WE3505,Mini Truck,
V0002258,FIR-2023-004256,KA21KY6211,Car,Maroon Honda
V0002259,FIR-2023-004256,KA10UT2070,Car,White Hero
V0002260,FIR-2024-004257,KA44TZ1983,Tempo,Maroon Honda
V0002261,FIR-2025-004258,KA44MM3249,SUV,Black Honda
V0002262,FIR-2026-004259,KA06RY7317,SUV,Grey Maruti
V0002263,FIR-2024-004261,KA50FJ1771,Car,White Maruti
V0002264,FIR-2024-004261,KA41HI7206,Car,Silver Honda
V0002265,FIR-2026-004263,KA43QR9755,SUV,Grey Hyundai
V0002266,FIR-2026-004263,KA27CA5706,Motorcycle,
V0002267,FIR-2023-004264,KA30NX9707,Scooter,
V0002268,FIR-2025-004266,KA25PA5763,Scooter,
V0002269,FIR-2025-004266,KA45SS2355,Auto Rickshaw,Maroon Maruti
V0002270,FIR-2025-004270,KA21KY6211,Motorcycle,
V0002271,FIR-2026-004271,KA04NF3464,Tempo,Blue Hero
V0002272,FIR-2026-004271,KA53NW4941,Auto Rickshaw,Black Hero
V0002273,FIR-2024-004273,KA47FO2091,Tempo,Red Hero
V0002274,FIR-2024-004277,KA45UA7840,Scooter,Grey Maruti
V0002275,FIR-2025-004278,KA01MG2406,Scooter,White Hyundai
V0002276,FIR-2026-004279,KA14NF3474,Mini Truck,
V0002277,FIR-2026-004279,KA03FK3467,Scooter,
V0002278,FIR-2024-004281,KA45GP3672,Car,Red Hyundai
V0002279,FIR-2024-004281,KA43QR9755,Mini Truck,White TVS
V0002280,FIR-2026-004283,KA37TI2270,Motorcycle,Black Hero
V0002281,FIR-2026-004283,KA06PA8837,Tempo,Black Hyundai
V0002282,FIR-2024-004285,KA42JS6216,Tempo,Blue Honda
V0002283,FIR-2026-004287,KA14MH5148,Tempo,Black Honda
V0002284,FIR-2024-004293,KA15FZ8486,SUV,Red Bajaj
V0002285,FIR-2024-004293,KA15EF5064,Car,White Hero
V0002286,FIR-2026-004295,KA47QU4425,SUV,White Hero
V0002287,FIR-2026-004299,KA34AT1237,Auto Rickshaw,Black Maruti
V0002288,FIR-2026-004303,KA44UE7282,SUV,Grey Hyundai
V0002289,FIR-2026-004303,KA10ZB3640,Mini Truck,Black TVS
V0002290,FIR-2025-004306,KA12JX7873,Motorcycle,Silver Bajaj
V0002291,FIR-2026-004307,KA43QR9755,Tempo,Black Honda
V0002292,FIR-2023-004316,KA35ON1020,Tempo,Maroon Hyundai
V0002293,FIR-2023-004316,KA13JM9444,Tempo,
V0002294,FIR-2025-004318,KA11BE5761,Car,Silver Honda
V0002295,FIR-2023-004320,KA45AY9432,Motorcycle,Maroon Honda
V0002296,FIR-2026-004327,KA40MV3176,Auto Rickshaw,
V0002297,FIR-2026-004327,KA31GQ0864,Mini Truck,Blue TVS
V0002298,FIR-2024-004329,KA37GO4198,SUV,Silver Bajaj
V0002299,FIR-2026-004331,KA15FZ8486,Car,Blue TVS
V0002300,FIR-2026-004335,KA05NN5421,Auto Rickshaw,Silver Honda
V0002301,FIR-2023-004336,KA06EE3788,Tempo,Red Bajaj
V0002302,FIR-2024-004337,KA20YM6865,Scooter,Grey Maruti
V0002303,FIR-2025-004338,KA12SJ9846,Auto Rickshaw,Blue Hyundai
V0002304,FIR-2026-004339,KA40RA6455,SUV,White Maruti
V0002305,FIR-2024-004341,KA17LR9988,Auto Rickshaw,Black Hyundai
V0002306,FIR-2025-004342,KA26HE0090,Mini Truck,Silver Bajaj
V0002307,FIR-2025-004342,KA14NM9569,SUV,Black Hero
V0002308,FIR-2026-004343,KA42JC2427,SUV,Grey Honda
V0002309,FIR-2026-004351,KA46CH9250,Scooter,Silver Bajaj
V0002310,FIR-2025-004354,KA46ET5233,Scooter,White Honda
V0002311,FIR-2026-004355,KA46TH0977,Scooter,Black TVS
V0002312,FIR-2024-004357,KA43EH0066,Mini Truck,White Hero
V0002313,FIR-2025-004358,KA16GZ3655,Motorcycle,Maroon Hero
V0002314,FIR-2023-004360,KA11NG7428,Motorcycle,
V0002315,FIR-2023-004360,KA21NB9457,Auto Rickshaw,
V0002316,FIR-2024-004361,KA27XY7133,Tempo,White Maruti
V0002317,FIR-2024-004365,KA27DZ7440,Tempo,Blue Hyundai
V0002318,FIR-2025-004366,KA15IN7956,Tempo,Black TVS
V0002319,FIR-2026-004367,KA40KP6760,Mini Truck,Maroon Bajaj
V0002320,FIR-2026-004367,KA06UN2223,Car,Maroon Maruti
V0002321,FIR-2023-004368,KA30UC2289,Tempo,Red Hero
V0002322,FIR-2026-004371,KA30QJ1008,Scooter,Red Bajaj
V0002323,FIR-2025-004378,KA18KH1419,Mini Truck,Blue Hyundai
V0002324,FIR-2026-004379,KA18YN4133,Tempo,Red Honda
V0002325,FIR-2026-004379,KA05NN5421,Mini Truck,White Honda
V0002326,FIR-2025-004382,KA15IN7956,Auto Rickshaw,Grey Hyundai
V0002327,FIR-2025-004382,KA06HP8531,Auto Rickshaw,Silver Hero
V0002328,FIR-2023-004384,KA50FJ1771,SUV,White Hyundai
V0002329,FIR-2024-004385,KA07GE0308,Car,White Hero
V0002330,FIR-2023-004392,KA43EP4789,Tempo,Red TVS
V0002331,FIR-2023-004392,KA28ID3374,Motorcycle,Grey Hero
V0002332,FIR-2024-004393,KA05SW3978,Car,Red Hyundai
V0002333,FIR-2024-004393,KA41OZ0629,Auto Rickshaw,
V0002334,FIR-2023-004396,KA01NP1729,Tempo,Black TVS
V0002335,FIR-2026-004399,KA07XY7219,Car,
V0002336,FIR-2026-004399,KA50YQ7939,Motorcycle,Red Hyundai
V0002337,FIR-2023-004400,KA05WJ3841,SUV,
V0002338,FIR-2025-004402,KA47QU4425,Mini Truck,Maroon Hyundai
V0002339,FIR-2025-004402,KA11VD4702,Car,Grey TVS
V0002340,FIR-2026-004403,KA37GO4198,Scooter,Black Maruti
V0002341,FIR-2023-004404,KA24WD6317,SUV,
V0002342,FIR-2025-004410,KA35XY3800,Car,Maroon Hero
V0002343,FIR-2026-004411,KA30IW8254,Car,Red TVS
V0002344,FIR-2024-004413,KA42LI3544,Car,Black Hyundai
V0002345,FIR-2024-004417,KA32SJ4115,Car,
V0002346,FIR-2024-004421,KA18YN4133,SUV,Grey Maruti
V0002347,FIR-2023-004424,KA21QV7930,Scooter,Maroon Hero
V0002348,FIR-2026-004427,KA29DL3629,Car,Maroon TVS
V0002349,FIR-2026-004427,KA18LL7055,Scooter,Silver Honda
V0002350,FIR-2023-004428,KA05SW3978,SUV,Blue Maruti
V0002351,FIR-2026-004431,KA13KL7761,Scooter,White Hyundai
V0002352,FIR-2023-004432,KA05WJ3841,Mini Truck,White Hyundai
V0002353,FIR-2023-004432,KA49YD6965,Mini Truck,Maroon Hero
V0002354,FIR-2023-004436,KA28LU7532,Tempo,Black Maruti
V0002355,FIR-2024-004437,KA15MX9064,Scooter,Grey TVS
V0002356,FIR-2026-004439,KA27PP7466,Motorcycle,
V0002357,FIR-2026-004439,KA02SH9186,Scooter,Blue TVS
V0002358,FIR-2024-004441,KA04EY9706,Car,Maroon Honda
V0002359,FIR-2025-004442,KA15IB0837,SUV,Maroon TVS
V0002360,FIR-2025-004442,KA12DB1014,Mini Truck,
V0002361,FIR-2026-004443,KA35CW0559,Car,Silver Maruti
V0002362,FIR-2023-004444,KA47QU4425,SUV,Red Hero
V0002363,FIR-2025-004446,KA30KT4895,Auto Rickshaw,White Hyundai
V0002364,FIR-2026-004447,KA34PC7483,SUV,Blue Honda
V0002365,FIR-2025-004450,KA12FL7377,Auto Rickshaw,
V0002366,FIR-2023-004452,KA06JV7109,Tempo,
V0002367,FIR-2025-004454,KA28LU7532,Motorcycle,Maroon TVS
V0002368,FIR-2026-004455,KA06EE3788,Motorcycle,
V0002369,FIR-2024-004457,KA15FZ8486,Mini Truck,
V0002370,FIR-2025-004458,KA24QT8565,Motorcycle,Blue Bajaj
V0002371,FIR-2026-004459,KA41HI7206,Motorcycle,Red Honda
V0002372,FIR-2026-004459,KA40IC0857,Scooter,Blue Hero
V0002373,FIR-2026-004463,KA22VD7186,Scooter,Black Hyundai
V0002374,FIR-2026-004463,KA30BR4082,Tempo,Blue Hero
V0002375,FIR-2024-004465,KA50NQ1151,Mini Truck,Grey Hero
V0002376,FIR-2024-004465,KA26HE0090,Motorcycle,Black Maruti
V0002377,FIR-2025-004470,KA22PV2941,SUV,Grey TVS
V0002378,FIR-2023-004476,KA36HK6191,SUV,Red Hero
V0002379,FIR-2025-004478,KA16PM3163,Motorcycle,Silver Honda
V0002380,FIR-2024-004481,KA51SZ0672,Motorcycle,Red TVS
V0002381,FIR-2026-004483,KA52OL0409,Mini Truck,Blue Bajaj
V0002382,FIR-2024-004489,KA47QU4425,Mini Truck,Blue Bajaj
V0002383,FIR-2025-004490,KA35JS6281,Mini Truck,White Hyundai
V0002384,FIR-2026-004491,KA08OE7612,Car,
V0002385,FIR-2024-004493,KA41JF5298,Motorcycle,Black Bajaj
V0002386,FIR-2026-004495,KA02LN9184,Scooter,Blue Maruti
V0002387,FIR-2025-004498,KA11QO1526,Car,Grey Maruti
V0002388,FIR-2026-004499,KA08VL8828,Car,Silver Hero
V0002389,FIR-2024-004501,KA45SN6855,Auto Rickshaw,
V0002390,FIR-2026-004507,KA18KK8849,Motorcycle,Red Maruti
V0002391,FIR-2026-004507,KA01JM9629,Mini Truck,Maroon TVS
V0002392,FIR-2025-004510,KA46MA0487,Motorcycle,Black Hyundai
V0002393,FIR-2024-004513,KA24YZ7154,Car,White Bajaj
V0002394,FIR-2025-004514,KA22VH7904,Mini Truck,Black Hero
V0002395,FIR-2024-004517,KA47RK8636,Auto Rickshaw,Red TVS
V0002396,FIR-2023-004520,KA35NZ1926,Tempo,Silver TVS
V0002397,FIR-2023-004520,KA49AP2735,Scooter,Red TVS
V0002398,FIR-2023-004524,KA28OG9235,Mini Truck,Red Hyundai
V0002399,FIR-2025-004526,KA43LC7229,SUV,Black Honda
V0002400,FIR-2023-004528,KA47FO2091,Scooter,Silver Honda
V0002401,FIR-2025-004530,KA36OC6382,Auto Rickshaw,Silver Bajaj
V0002402,FIR-2026-004531,KA50YQ7939,Motorcycle,White Hero
V0002403,FIR-2026-004531,KA06EE3788,Car,
V0002404,FIR-2023-004532,KA14YV8353,Mini Truck,
V0002405,FIR-2026-004547,KA03VP1915,SUV,Red Bajaj
V0002406,FIR-2023-004548,KA25JU3978,Tempo,Grey Honda
V0002407,FIR-2024-004549,KA18VE6454,Scooter,
V0002408,FIR-2024-004549,KA40JA3588,Motorcycle,Silver Bajaj
V0002409,FIR-2026-004551,KA18UW6742,Tempo,Maroon Bajaj
V0002410,FIR-2026-004551,KA06UN2223,Mini Truck,Grey Bajaj
V0002411,FIR-2023-004552,KA07WY4941,Mini Truck,
V0002412,FIR-2023-004556,KA15LV4619,Tempo,Silver Maruti
V0002413,FIR-2023-004556,KA52TH7999,Car,Red Maruti
V0002414,FIR-2024-004557,KA12UO4937,Tempo,Red Hero
V0002415,FIR-2026-004559,KA09BA7716,Car,Red Hero
V0002416,FIR-2026-004559,KA16EP1874,Auto Rickshaw,
V0002417,FIR-2025-004566,KA21KY6211,Auto Rickshaw,White Bajaj
V0002418,FIR-2024-004569,KA49HU4543,Scooter,Silver Bajaj
V0002419,FIR-2025-004570,KA05FB9570,Tempo,Blue Maruti
V0002420,FIR-2023-004572,KA15IN7956,Mini Truck,
V0002421,FIR-2023-004572,KA07WY4941,Car,Red Maruti
V0002422,FIR-2025-004574,KA28XH2223,Mini Truck,Black Hyundai
V0002423,FIR-2025-004578,KA28TV7063,Scooter,White TVS
V0002424,FIR-2023-004580,KA18KH1419,Car,
V0002425,FIR-2024-004581,KA16GA2496,Motorcycle,
V0002426,FIR-2023-004584,KA03BT1498,Car,
V0002427,FIR-2023-004584,KA47QU5413,Car,Red Honda
V0002428,FIR-2024-004585,KA28RO2607,Car,Blue Honda
V0002429,FIR-2024-004585,KA16EP1874,Auto Rickshaw,Grey TVS
V0002430,FIR-2025-004586,KA01BI1044,Auto Rickshaw,Black Maruti
V0002431,FIR-2026-004587,KA32TP3023,SUV,Red Hero
V0002432,FIR-2026-004591,KA42KQ8233,Car,Blue Honda
V0002433,FIR-2023-004592,KA51IX0477,Scooter,Silver Hero
V0002434,FIR-2026-004595,KA47QU4425,Scooter,
V0002435,FIR-2024-004597,KA23ZT9701,Car,Silver Bajaj
V0002436,FIR-2024-004597,KA34UW4570,Motorcycle,
V0002437,FIR-2025-004602,KA41RY4687,Mini Truck,Grey Bajaj
V0002438,FIR-2026-004603,KA53XB7488,Auto Rickshaw,Red Hero
V0002439,FIR-2024-004605,KA39OQ4767,Mini Truck,White TVS
V0002440,FIR-2025-004606,KA05WJ3841,Mini Truck,Black Bajaj
V0002441,FIR-2024-004609,KA07OK1768,Tempo,Maroon Honda
V0002442,FIR-2024-004609,KA09VZ2805,SUV,Black Bajaj
V0002443,FIR-2025-004610,KA34LV5075,Car,Red Maruti
V0002444,FIR-2025-004610,KA20XM4049,SUV,Silver Hyundai
V0002445,FIR-2024-004621,KA01NP1729,Motorcycle,
V0002446,FIR-2026-004623,KA14NM9569,Motorcycle,Red Maruti
V0002447,FIR-2026-004623,KA20YM6865,Car,Red TVS
V0002448,FIR-2025-004626,KA48SZ1970,Motorcycle,Silver Honda
V0002449,FIR-2023-004632,KA33RW7627,Mini Truck,Blue Honda
V0002450,FIR-2023-004632,KA19GY0370,SUV,White Maruti
V0002451,FIR-2023-004636,KA08AX3026,Scooter,
V0002452,FIR-2023-004636,KA50FJ1771,Tempo,Blue Honda
V0002453,FIR-2024-004637,KA23IB8346,SUV,White TVS
V0002454,FIR-2025-004638,KA02MK6624,Auto Rickshaw,White Hero
V0002455,FIR-2026-004639,KA27TV6742,Tempo,Silver Hero
V0002456,FIR-2024-004641,KA11OH8053,Scooter,Black Bajaj
V0002457,FIR-2024-004641,KA50YQ7939,Auto Rickshaw,Silver Honda
V0002458,FIR-2026-004643,KA28LU7532,Auto Rickshaw,Red Maruti
V0002459,FIR-2023-004644,KA15IN7956,Motorcycle,White Hyundai
V0002460,FIR-2024-004645,KA18PY7401,Tempo,
V0002461,FIR-2025-004646,KA47QU4425,Motorcycle,Grey Honda
V0002462,FIR-2026-004647,KA08OE7612,Car,White Maruti
V0002463,FIR-2023-004648,KA32DM1065,Mini Truck,Silver TVS
V0002464,FIR-2024-004649,KA23RE6065,Mini Truck,White Honda
V0002465,FIR-2024-004653,KA50YQ7939,Car,Maroon Bajaj
V0002466,FIR-2025-004654,KA18BE1865,Motorcycle,Red Hyundai
V0002467,FIR-2026-004659,KA04LH1124,Auto Rickshaw,Grey Bajaj
V0002468,FIR-2024-004661,KA39TF6284,Auto Rickshaw,
V0002469,FIR-2024-004661,KA42TB9121,Scooter,Black Maruti
V0002470,FIR-2026-004663,KA35ZK4138,SUV,Blue Hyundai
V0002471,FIR-2026-004667,KA11VG2243,Motorcycle,
V0002472,FIR-2023-004668,KA30BB4008,Scooter,Blue Honda
V0002473,FIR-2025-004670,KA06OQ3382,Motorcycle,White TVS
V0002474,FIR-2026-004671,KA22ME3576,Motorcycle,Black Hero
V0002475,FIR-2026-004671,KA17WL7688,Mini Truck,White TVS
V0002476,FIR-2025-004674,KA47QU4425,Tempo,Grey Honda
V0002477,FIR-2023-004676,KA41TX9887,SUV,
V0002478,FIR-2025-004678,KA34IF1371,Motorcycle,
V0002479,FIR-2024-004681,KA07WY4941,Mini Truck,Grey TVS
V0002480,FIR-2026-004687,KA21SR2548,Mini Truck,
V0002481,FIR-2023-004688,KA41AV3192,Scooter,Blue TVS
V0002482,FIR-2024-004689,KA47QU4425,Auto Rickshaw,Red TVS
V0002483,FIR-2024-004693,KA28RO2607,Tempo,Black Hyundai
V0002484,FIR-2026-004695,KA07IB3952,Motorcycle,Blue TVS
V0002485,FIR-2026-004695,KA05QU5590,Motorcycle,
V0002486,FIR-2026-004699,KA45AQ1109,SUV,Grey Bajaj
V0002487,FIR-2026-004699,KA36MJ6631,Scooter,White Honda
V0002488,FIR-2025-004702,KA26ON7813,Tempo,Maroon Maruti
V0002489,FIR-2024-004705,KA04LH1124,Mini Truck,
V0002490,FIR-2025-004706,KA52SE9345,Car,Maroon Honda
V0002491,FIR-2025-004706,KA32XV4566,Auto Rickshaw,Grey Honda
V0002492,FIR-2024-004709,KA35FM8086,Car,
V0002493,FIR-2025-004710,KA49UA5494,Car,Red Hero
V0002494,FIR-2026-004711,KA44SJ8587,Motorcycle,Silver Hero
V0002495,FIR-2024-004713,KA46SJ3702,Scooter,
V0002496,FIR-2025-004714,KA46FA9730,Scooter,
V0002497,FIR-2026-004715,KA33VR5824,Mini Truck,Blue Hyundai
V0002498,FIR-2023-004716,KA22SH4507,Scooter,Blue Hyundai
V0002499,FIR-2025-004718,KA40RA6455,SUV,Black Maruti
V0002500,FIR-2026-004719,KA44ZF4733,Auto Rickshaw,Silver Hero
V0002501,FIR-2026-004719,KA43GR7123,Motorcycle,Grey Hyundai
V0002502,FIR-2023-004720,KA45VR7724,Car,White Maruti
V0002503,FIR-2025-004722,KA40RA6455,SUV,Red Hyundai
V0002504,FIR-2025-004722,KA05SW3978,Scooter,White Hero
V0002505,FIR-2026-004723,KA44QN1030,Mini Truck,White Maruti
V0002506,FIR-2026-004723,KA01XH8081,Car,Blue Hyundai
V0002507,FIR-2024-004725,KA11NG2981,Scooter,Blue Bajaj
V0002508,FIR-2026-004727,KA47QU4425,Tempo,Maroon Honda
V0002509,FIR-2026-004727,KA38SV0444,SUV,Grey Honda
V0002510,FIR-2024-004729,KA39AO4088,Motorcycle,
V0002511,FIR-2024-004729,KA45KS9941,Mini Truck,Red Hyundai
V0002512,FIR-2025-004730,KA44MM3249,SUV,Blue Honda
V0002513,FIR-2025-004730,KA34OS6991,Auto Rickshaw,
V0002514,FIR-2024-004733,KA30FB4262,SUV,White Bajaj
V0002515,FIR-2023-004740,KA22FP1657,Tempo,Blue Hyundai
V0002516,FIR-2024-004745,KA20YM6865,Scooter,White Bajaj
V0002517,FIR-2025-004750,KA50AD8677,Mini Truck,Maroon Hyundai
V0002518,FIR-2024-004753,KA24CF1470,Car,Red Bajaj
V0002519,FIR-2025-004754,KA50YQ7939,Motorcycle,Black Bajaj
V0002520,FIR-2026-004755,KA05AJ8132,Motorcycle,Grey Honda
V0002521,FIR-2023-004756,KA15BW1628,Car,White TVS
V0002522,FIR-2023-004756,KA39LB0329,Motorcycle,
V0002523,FIR-2025-004758,KA38VH8349,Scooter,Blue TVS
V0002524,FIR-2023-004760,KA10EL1392,Mini Truck,White Hyundai
V0002525,FIR-2023-004764,KA32LU9468,Mini Truck,
V0002526,FIR-2026-004767,KA38DZ3865,Mini Truck,
V0002527,FIR-2023-004768,KA21KY6211,Mini Truck,Maroon Hero
V0002528,FIR-2024-004769,KA28RO2607,Car,Silver TVS
V0002529,FIR-2025-004770,KA21BT1037,SUV,Blue Hero
V0002530,FIR-2026-004771,KA05QU5590,Mini Truck,
V0002531,FIR-2024-004773,KA05NN5421,Mini Truck,Black Honda
V0002532,FIR-2024-004773,KA14RI3340,Car,White TVS
V0002533,FIR-2023-004776,KA06EE3788,Motorcycle,White Hyundai
V0002534,FIR-2023-004776,KA08OE7612,Mini Truck,
V0002535,FIR-2025-004778,KA46EN2885,Auto Rickshaw,
V0002536,FIR-2023-004784,KA46EN2885,Tempo,White Maruti
V0002537,FIR-2025-004786,KA14NM9569,Auto Rickshaw,Grey Honda
V0002538,FIR-2026-004787,KA33SI8564,SUV,Black Hyundai
V0002539,FIR-2025-004790,KA39XW1876,Car,Maroon TVS
V0002540,FIR-2026-004791,KA39OC5154,Motorcycle,
V0002541,FIR-2023-004796,KA13EY1824,Scooter,Blue Maruti
V0002542,FIR-2023-004796,KA38QN6919,Tempo,Grey Hyundai
V0002543,FIR-2024-004797,KA07YO3714,Scooter,
V0002544,FIR-2023-004804,KA02TS8312,Scooter,Black Maruti
V0002545,FIR-2024-004809,KA10LF7623,Mini Truck,Red Maruti
V0002546,FIR-2025-004810,KA02FY3878,Auto Rickshaw,White Maruti
V0002547,FIR-2026-004811,KA46DD3309,Motorcycle,
V0002548,FIR-2023-004812,KA16QW0445,Mini Truck,Grey Honda
V0002549,FIR-2025-004814,KA07XA7427,SUV,Blue TVS
V0002550,FIR-2026-004815,KA37GO4198,SUV,Grey TVS
V0002551,FIR-2023-004816,KA33QT9529,SUV,Black Maruti
V0002552,FIR-2024-004821,KA14IM6490,Tempo,Maroon Honda
V0002553,FIR-2024-004821,KA07IM3017,Scooter,Grey TVS
V0002554,FIR-2025-004822,KA02RH6814,Scooter,Grey TVS
V0002555,FIR-2026-004823,KA20NY3671,Auto Rickshaw,White TVS
