fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIR-2025-003374,Tumakuru,Tumakuru East PS,Cheating / Fraud,Economic,4,13.353298,77.074181,876016ae0ffffff,886016ae0bfffff,896016ae0a3ffff,2023-06-22T10:06:00,2023-06-25T10:29:00,10,3,"posed as bank official, cheque dishonoured, promised high returns","Complainant reports that posed as bank official, cheque dishonoured, promised high returns. Reported at Tumakuru.",UnderInvestigation,1,1,983200.0,,demo-synthetic
FIR-2026-003375,Bengaluru City,Bengaluru North PS,Robbery,Property,4,13.014963,77.566396,8760145b3ffffff,8860145b23fffff,8960145b227ffff,2025-08-31T08:19:00,2025-08-31T11:19:00,8,6,"knife brandished, wallet snatched, on isolated stretch","Investigation reveals that knife brandished, wallet snatched, on isolated stretch. Reported at Bengaluru City.",UnderInvestigation,1,1,138200.0,Wooden stick,demo-synthetic
FIR-2023-003376,Bengaluru Rural,Bengaluru City PS,Assault,Violent,4,13.199263,77.501029,876016959ffffff,8860169595fffff,89601695957ffff,2025-09-05T05:39:00,2025-09-07T05:59:00,5,4,"old enmity, hit with blunt object, group attack","Investigation reveals that old enmity, hit with blunt object, group attack. Reported at Bengaluru Rural.",Closed,5,1,,Wooden stick,demo-synthetic
FIR-2024-003377,Chikkaballapura,Chikkaballapura City PS,Chain Snatching,Property,3,13.444828,77.7404,876016d6cffffff,886016d6cbfffff,896016d6cafffff,2023-07-18T17:33:00,2023-07-18T20:32:00,17,1,"pillion rider snatched, mangalsutra pulled, victim walking alone","The victim states that pillion rider snatched, mangalsutra pulled, victim walking alone. Reported at Chikkaballapura.",Closed,1,5,103200.0,,demo-synthetic
FIR-2025-003378,Koppal,Koppal Nagar PS,Burglary,Property,3,15.341707,76.128783,8760ac526ffffff,8860ac5267fffff,8960ac5266bffff,2024-06-20T00:36:00,2024-06-20T13:32:00,0,3,"ventilator forced, electronics removed, guard dog poisoned","Investigation reveals that ventilator forced, electronics removed, guard dog poisoned. Reported at Koppal.",Closed,1,3,207000.0,,demo-synthetic
FIR-2026-003379,Ballari,Ballari Lake PS,Burglary,Property,3,15.167629,76.930196,8760a1819ffffff,8860a1819bfffff,8960a18e4dbffff,2023-09-16T05:22:00,2023-09-16T06:22:00,5,5,"grille cut open, cash and gold stolen, night-time entry","The victim states that grille cut open, cash and gold stolen, night-time entry. Reported at Ballari.",ChargeSheeted,1,1,438500.0,,demo-synthetic
FIR-2023-003380,Ramanagara,Ramanagara Lake PS,Rioting,Violent,3,12.734439,77.289044,876014569ffffff,8860145695fffff,8960145694bffff,2023-08-04T23:26:00,2023-08-06T00:08:00,23,4,"mob gathered, shops vandalised, after political rally","The victim states that mob gathered, shops vandalised, after political rally. Reported at Ramanagara.",UnderInvestigation,1,3,,Sharp-edged weapon,demo-synthetic
FIR-2024-003381,Bidar,Bidar Industrial Area PS,Domestic Violence,Crime Against Women,3,17.860534,77.545054,87608452dffffff,88608452ddfffff,89608452dd3ffff,2025-06-15T17:09:00,2025-06-15T21:27:00,17,6,"harassment by husband, thrown out of house, dowry-related","As per the FIR, harassment by husband, thrown out of house, dowry-related. Reported at Bidar.",Closed,1,5,,,demo-synthetic
FIR-2025-003382,Raichur,Raichur North PS,Drug Possession (NDPS),Narcotics,3,16.261658,77.355787,8760a3985ffffff,8860a39857fffff,8960a398573ffff,2025-04-19T21:24:00,2025-04-19T22:39:00,21,5,"tip-off acted upon, MDMA pills recovered, weighing scale recovered","The victim states that tip-off acted upon, MDMA pills recovered, weighing scale recovered. Reported at Raichur.",ChargeSheeted,1,6,,,demo-synthetic
FIR-2026-003383,Udupi,Udupi City PS,Missing Person,Missing,2,13.345057,74.765182,87601e810ffffff,88601e8101fffff,89601e81013ffff,2024-03-22T14:19:00,2024-03-25T14:31:00,14,4,"last seen near bus stand, no contact since, search underway","The victim states that last seen near bus stand, no contact since, search underway. Reported at Udupi.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2023-003384,Kalaburagi,Kalaburagi Cantonment PS,House Theft,Property,2,17.273415,76.845388,876084a5dffffff,886084a5d9fffff,896084a5d9bffff,2025-02-03T22:23:00,2025-02-03T23:37:00,22,0,"false ceiling crawled, mobile phones lifted, domestic help suspected","Investigation reveals that false ceiling crawled, mobile phones lifted, domestic help suspected. Reported at Kalaburagi.",UnderInvestigation,5,1,369800.0,,demo-synthetic
FIR-2024-003385,Kalaburagi,Kalaburagi City PS,House Theft,Property,2,17.356209,76.838972,876085db6ffffff,886085db69fffff,896085db613ffff,2026-02-04T00:16:00,2026-02-04T01:56:00,0,2,"false ceiling crawled, mobile phones lifted, no forced entry","Complainant reports that false ceiling crawled, mobile phones lifted, no forced entry. Reported at Kalaburagi.",Open,1,2,558700.0,,demo-synthetic
FIR-2025-003386,Shivamogga,Shivamogga Market PS,Online Financial Fraud,Cybercrime,3,13.929876,75.56509,876013156ffffff,8860131561fffff,89601315603ffff,2024-06-18T09:37:00,2024-06-23T09:38:00,9,1,"phishing link sent, OTP shared by victim, withdrawn from distant ATM","The victim states that phishing link sent, OTP shared by victim, withdrawn from distant ATM. Reported at Shivamogga.",UnderInvestigation,1,1,785400.0,,demo-synthetic
FIR-2026-003387,Tumakuru,Tumakuru West PS,Burglary,Property,3,13.369573,77.11649,876016a1bffffff,886016a1bbfffff,896016a1bafffff,2026-06-07T21:37:00,2026-06-08T10:20:00,21,6,"back door pried open, cash and gold stolen, guard dog poisoned","On the date of incident, back door pried open, cash and gold stolen, guard dog poisoned. Reported at Tumakuru.",Open,1,1,275200.0,,demo-synthetic
FIR-2023-003388,Bengaluru City,Bengaluru City PS,Online Financial Fraud,Cybercrime,4,12.921035,77.587604,87618925dffffff,88618925d3fffff,89618925d2fffff,2026-06-04T12:00:00,2026-06-09T12:42:00,12,3,"phishing link sent, card details captured, spoofed bank SMS","As per the FIR, phishing link sent, card details captured, spoofed bank SMS. Reported at Bengaluru City.",UnderInvestigation,1,3,,,demo-synthetic
FIR-2024-003389,Chikkaballapura,Chikkaballapura Market PS,Cheating / Fraud,Economic,3,13.483684,77.695049,876016d4dffffff,8860168b65fffff,896016d4db3ffff,2024-02-05T08:15:00,2024-02-12T08:33:00,8,0,"forged documents used, deposits collected and absconded, multiple victims targeted","Investigation reveals that forged documents used, deposits collected and absconded, multiple victims targeted. Reported at Chikkaballapura.",Open,1,4,622800.0,,demo-synthetic
FIR-2025-003390,Hubballi-Dharwad,Hubballi-Dharwad North PS,Murder,Violent,5,15.349856,75.114963,8760a895cffffff,8860a895c5fffff,8960a895c43ffff,2024-10-21T19:05:00,2024-10-21T22:26:00,19,0,"premeditated attack, shot at close range, previous enmity","Complainant reports that premeditated attack, shot at close range, previous enmity. Reported at Hubballi-Dharwad.",UnderInvestigation,1,1,,Knife,demo-synthetic
FIR-2026-003391,Shivamogga,Shivamogga Rural PS,Chain Snatching,Property,3,13.963602,75.573658,876013020ffffff,8860130255fffff,8960130254bffff,2023-07-12T19:25:00,2023-07-13T08:01:00,19,2,"pillion rider snatched, necklace grabbed, fled towards main road","On the date of incident, pillion rider snatched, necklace grabbed, fled towards main road. Reported at Shivamogga.",Closed,1,1,135100.0,,demo-synthetic
FIR-2023-003392,Hubballi-Dharwad,Hubballi-Dharwad South PS,Vehicle Theft,Property,3,15.377594,75.083535,8760a895bffffff,8860a895b5fffff,8960a895b43ffff,2023-11-07T03:28:00,2023-11-07T04:33:00,3,1,"ignition hot-wired, two-wheeler driven away, from apartment basement","As per the FIR, ignition hot-wired, two-wheeler driven away, from apartment basement. Reported at Hubballi-Dharwad.",UnderInvestigation,1,4,547500.0,,demo-synthetic
FIR-2024-003393,Dakshina Kannada,Dakshina Cantonment PS,House Theft,Property,4,12.816571,75.242246,876011064ffffff,886011064dfffff,89601114a6fffff,2023-12-28T13:24:00,2023-12-29T13:44:00,13,3,"door latch lifted, cash from drawer taken, daytime when house empty","On the date of incident, door latch lifted, cash from drawer taken, daytime when house empty. Reported at Dakshina Kannada.",ChargeSheeted,1,1,281000.0,,demo-synthetic
FIR-2025-003394,Mangaluru,Mangaluru Lake PS,Burglary,Property,3,12.890054,74.850571,876011270ffffff,8860112705fffff,89601127057ffff,2025-07-04T00:19:00,2025-07-05T01:02:00,0,4,"grille cut open, jewellery taken, occupants away on travel","On the date of incident, grille cut open, jewellery taken, occupants away on travel. Reported at Mangaluru.",Closed,1,1,549900.0,,demo-synthetic
FIR-2026-003395,Bengaluru City,Bengaluru City PS,Kidnapping,Violent,4,12.983728,77.625047,8761892e8ffffff,8861892e8bfffff,8961892e8a7ffff,2024-07-22T16:51:00,2024-07-22T19:30:00,16,0,"abducted in vehicle, phone switched off, fled across district border","On the date of incident, abducted in vehicle, phone switched off, fled across district border. Reported at Bengaluru City.",UnderInvestigation,1,1,,Sharp-edged weapon,demo-synthetic
FIR-2023-003396,Bengaluru City,Bengaluru East PS,Burglary,Property,3,12.999414,77.618211,8761892ebffffff,8861892eb9fffff,8961892eb87ffff,2023-06-14T00:22:00,2023-06-14T04:27:00,0,2,"ventilator forced, cash and gold stolen, occupants away on travel","Investigation reveals that ventilator forced, cash and gold stolen, occupants away on travel. Reported at Bengaluru City.",Open,4,4,292800.0,,demo-synthetic
FIR-2024-003397,Belagavi,Belagavi Cantonment PS,Burglary,Property,2,15.840832,74.450522,8760a82e1ffffff,8860a82e19fffff,8960a82e18bffff,2024-01-08T22:42:00,2024-01-09T07:40:00,22,0,"rear window broken, electronics removed, guard dog poisoned","The victim states that rear window broken, electronics removed, guard dog poisoned. Reported at Belagavi.",ChargeSheeted,1,4,,,demo-synthetic
FIR-2025-003398,Bengaluru City,Bengaluru West PS,Domestic Violence,Crime Against Women,3,13.01745,77.604819,8761892cdffffff,8861892cd9fffff,8961892cd8bffff,2025-09-01T19:46:00,2025-09-01T22:17:00,19,0,"frequent quarrels, thrown out of house, repeated incidents","Complainant reports that frequent quarrels, thrown out of house, repeated incidents. Reported at Bengaluru City.",ChargeSheeted,1,1,,,demo-synthetic
FIR-2026-003399,Mandya,Mandya South PS,Missing Person,Missing,2,12.504959,76.931706,876014332ffffff,8860143325fffff,8960143325bffff,2024-11-21T14:37:00,2024-11-23T14:48:00,14,3,"left home without informing, phone unreachable, search underway","On the date of incident, left home without informing, phone unreachable, search underway. Reported at Mandya.",Closed,1,1,,,demo-synthetic
FIR-2023-003400,Haveri,Haveri City PS,Assault,Violent,4,14.826582,75.35804,8760addb2ffffff,8860addb25fffff,8960addb243ffff,2025-07-03T20:27:00,2025-07-03T23:00:00,20,3,"old enmity, stabbed during scuffle, group attack","Investigation reveals that old enmity, stabbed during scuffle, group attack. Reported at Haveri.",Closed,1,1,,Knife,demo-synthetic
FIR-2024-003401,Bengaluru City,Bengaluru West PS,Kidnapping,Violent,4,12.9956,77.578099,8760145b0ffffff,8860145b0dfffff,8960145b01bffff,2023-07-05T12:54:00,2023-07-05T15:01:00,12,2,"forcibly taken, ransom demanded, known to family","On the date of incident, forcibly taken, ransom demanded, known to family. Reported at Bengaluru City.",UnderInvestigation,1,1,,Sharp-edged weapon,demo-synthetic
FIR-2025-003402,Haveri,Haveri Industrial Area PS,Domestic Violence,Crime Against Women,3,14.78503,75.347781,8760addb5ffffff,8860addb55fffff,8960addb54fffff,2024-10-25T11:21:00,2024-10-25T23:38:00,11,4,"harassment by husband, physically assaulted, dowry-related","Complainant reports that harassment by husband, physically assaulted, dowry-related. Reported at Haveri.",Closed,1,6,,,demo-synthetic
FIR-2026-003403,Belagavi,Belagavi Rural PS,Vehicle Theft,Property,3,15.847709,74.458719,8760a82e0ffffff,8860a82e1dfffff,8960a82e1dbffff,2023-09-11T18:39:00,2023-09-13T19:10:00,18,0,"master key used, vehicle parts stripped, number plate swapped","Complainant reports that master key used, vehicle parts stripped, number plate swapped. Reported at Belagavi.",ChargeSheeted,2,1,71100.0,,demo-synthetic
FIR-2023-003404,Haveri,Haveri South PS,Murder,Violent,5,14.785237,75.383788,8760acae9ffffff,8860acae9bfffff,8960acae9abffff,2024-03-07T21:57:00,2024-03-08T01:17:00,21,3,"lured to isolated spot, head injuries inflicted, body found in field","The victim states that lured to isolated spot, head injuries inflicted, body found in field. Reported at Haveri.",UnderInvestigation,1,1,,Sickle,demo-synthetic
FIR-2024-003405,Uttara Kannada,Uttara Lake PS,House Theft,Property,3,14.792077,74.671567,8760ad0e6ffffff,8860ad0e63fffff,8960ad0e623ffff,2024-04-26T11:52:00,2024-04-28T12:37:00,11,4,"door latch lifted, mobile phones lifted, daytime when house empty","Complainant reports that door latch lifted, mobile phones lifted, daytime when house empty. Reported at Uttara Kannada.",Closed,1,1,173700.0,,demo-synthetic
FIR-2025-003406,Bengaluru City,Bengaluru South PS,Vehicle Theft,Property,3,12.961428,77.583041,87618925bffffff,88618925b7fffff,89618925b73ffff,2024-11-11T21:19:00,2024-11-13T21:49:00,21,0,"steering lock broken, vehicle parts stripped, outside shopping mall","The victim states that steering lock broken, vehicle parts stripped, outside shopping mall. Reported at Bengaluru City.",UnderInvestigation,1,1,465900.0,,demo-synthetic
FIR-2026-003407,Chikkamagaluru,Chikkamagaluru East PS,Vehicle Theft,Property,4,13.355651,75.808029,8760102e8ffffff,8860102e8dfffff,8960102e8dbffff,2025-04-27T12:44:00,2025-04-28T01:17:00,12,6,"master key used, car taken from parking lot, number plate swapped","As per the FIR, master key used, car taken from parking lot, number plate swapped. Reported at Chikkamagaluru.",ChargeSheeted,1,1,361600.0,,demo-synthetic
FIR-2023-003408,Bengaluru City,Bengaluru Market PS,Excise / Illicit Liquor,Narcotics,2,13.004672,77.577423,8760145b2ffffff,8860145b05fffff,8960145b04bffff,2024-08-01T20:57:00,2024-08-03T21:15:00,20,3,"vehicle intercepted, distillation setup found, smuggled across border","Investigation reveals that vehicle intercepted, distillation setup found, smuggled across border. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIR-2024-003409,Bengaluru City,Bengaluru Lake PS,Domestic Violence,Crime Against Women,3,12.996133,77.63298,8761892e8ffffff,8861892e81fffff,8961892e80bffff,2024-08-29T13:56:00,2024-08-29T18:32:00,13,3,"harassment by husband, physically assaulted, repeated incidents","As per the FIR, harassment by husband, physically assaulted, repeated incidents. Reported at Bengaluru City.",ChargeSheeted,1,1,,,demo-synthetic
FIR-2025-003410,Mangaluru,Mangaluru North PS,Dowry Harassment,Crime Against Women,2,12.8957,74.829366,876011273ffffff,8860112731fffff,89601127317ffff,2025-07-04T20:20:00,2025-07-06T20:32:00,20,4,"taunts by in-laws, denied food, mediation failed","On the date of incident, taunts by in-laws, denied food, mediation failed. Reported at Mangaluru.",ChargeSheeted,1,1,,,demo-synthetic
FIR-2026-003411,Vijayapura,Vijayapura Industrial Area PS,POCSO,Crime Against Children,5,16.788563,75.699685,8760aad04ffffff,8860aad04bfffff,8960aad04afffff,2024-07-29T13:20:00,2024-07-29T18:05:00,13,0,"known person, abuse reported by parents, school vicinity","As per the FIR, known person, abuse reported by parents, school vicinity. Reported at Vijayapura.",Closed,1,5,,,demo-synthetic
FIR-2023-003412,Ramanagara,Ramanagara East PS,Burglary,Property,2,12.747537,77.275139,8760140b6ffffff,8860140b65fffff,8960140b65bffff,2026-01-24T17:00:00,2026-01-24T18:12:00,17,5,"duplicate key used, cash and gold stolen, guard dog poisoned","As per the FIR, duplicate key used, cash and gold stolen, guard dog poisoned. Reported at Ramanagara.",Open,2,1,247300.0,,demo-synthetic
FIR-2024-003413,Bengaluru City,Bengaluru East PS,Vehicle Theft,Property,3,12.981179,77.608608,8761892e9ffffff,8861892e9bfffff,8961892e9abffff,2024-09-06T20:05:00,2024-09-07T04:31:00,20,4,"master key used, two-wheeler driven away, outside shopping mall","As per the FIR, master key used, two-wheeler driven away, outside shopping mall. Reported at Bengaluru City.",ChargeSheeted,1,1,444800.0,,demo-synthetic
FIR-2025-003414,Bidar,Bidar Market PS,Molestation,Crime Against Women,2,17.924322,77.539363,876084501ffffff,8860845013fffff,896084501afffff,2023-07-06T09:02:00,2023-07-06T13:35:00,9,3,"outraged modesty, blocked path, repeat offender","As per the FIR, outraged modesty, blocked path, repeat offender. Reported at Bidar.",ChargeSheeted,1,2,,,demo-synthetic
FIR-2026-003415,Bengaluru City,Bengaluru Industrial Area PS,Phishing / OTP Fraud,Cybercrime,3,12.979078,77.580939,8760145b4ffffff,8860145b43fffff,8960145b423ffff,2023-11-20T01:48:00,2023-11-20T08:03:00,1,0,"OTP obtained on pretext of reward, card not present transaction, multiple small debits","The victim states that OTP obtained on pretext of reward, card not present transaction, multiple small debits. Reported at Bengaluru City.",Closed,1,5,258700.0,,demo-synthetic
FIR-2023-003416,Bengaluru City,Bengaluru Cantonment PS,Domestic Violence,Crime Against Women,4,12.972729,77.60075,87618925affffff,88618925a7fffff,89618925a6fffff,2024-06-01T17:51:00,2024-06-02T02:38:00,17,5,"dispute with in-laws, subjected to cruelty, complaint to women's helpline","Investigation reveals that dispute with in-laws, subjected to cruelty, complaint to women's helpline. Reported at Bengaluru City.",Closed,1,4,,,demo-synthetic
FIR-2024-003417,Dakshina Kannada,Dakshina City PS,Chain Snatching,Property,2,12.800857,75.261635,87601114effffff,88601114e7fffff,89601114e6bffff,2025-05-21T08:40:00,2025-05-23T09:19:00,8,2,"approached from behind, mangalsutra pulled, victim walking alone","On the date of incident, approached from behind, mangalsutra pulled, victim walking alone. Reported at Dakshina Kannada.",Closed,1,1,43200.0,,demo-synthetic
FIR-2025-003418,Belagavi,Belagavi South PS,House Theft,Property,3,15.885855,74.502205,8760a82f5ffffff,8860a82f5dfffff,8960a82f5dbffff,2024-04-18T20:32:00,2024-04-19T01:24:00,20,3,"false ceiling crawled, mobile phones lifted, domestic help suspected","As per the FIR, false ceiling crawled, mobile phones lifted, domestic help suspected. Reported at Belagavi.",Closed,1,5,,,demo-synthetic
FIR-2026-003419,Bengaluru City,Bengaluru City PS,Online Financial Fraud,Cybercrime,3,12.95489,77.60232,87618925affffff,88618925abfffff,89618925aa3ffff,2025-10-17T18:54:00,2025-10-18T01:46:00,18,4,"fake KYC update message, OTP shared by victim, withdrawn from distant ATM","As per the FIR, fake KYC update message, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Closed,1,1,736800.0,,demo-synthetic
FIR-2023-003420,Bengaluru City,Bengaluru West PS,Online Financial Fraud,Cybercrime,3,12.933168,77.554404,8760145a4ffffff,8860145a47fffff,8960145a467ffff,2024-05-20T06:35:00,2024-05-25T07:06:00,6,0,"remote-access app installed, amount debited via UPI, spoofed bank SMS","On the date of incident, remote-access app installed, amount debited via UPI, spoofed bank SMS. Reported at Bengaluru City.",ChargeSheeted,1,1,703100.0,,demo-synthetic
FIR-2024-003421,Bengaluru City,Bengaluru Industrial Area PS,Online Financial Fraud,Cybercrime,3,13.001809,77.555215,8760145b3ffffff,8860145b3bfffff,8960145b3bbffff,2023-11-07T18:34:00,2023-11-08T01:22:00,18,1,"phishing link sent, OTP shared by victim, money routed through mule accounts","As per the FIR, phishing link sent, OTP shared by victim, money routed through mule accounts. Reported at Bengaluru City.",ChargeSheeted,1,2,194700.0,,demo-synthetic
FIR-2025-003422,Davanagere,Davanagere Cantonment PS,Burglary,Property,3,14.42641,75.879313,876013581ffffff,8860135819fffff,89601358197ffff,2026-01-24T00:49:00,2026-01-26T01:05:00,0,5,"grille cut open, almirah emptied, night-time entry","The victim states that grille cut open, almirah emptied, night-time entry. Reported at Davanagere.",Closed,1,1,192400.0,,demo-synthetic
FIR-2026-003423,Mandya,Mandya City PS,Murder,Violent,5,12.513167,76.876888,876014311ffffff,8860143119fffff,8960143118bffff,2026-05-19T21:10:00,2026-05-19T22:57:00,21,1,"lured to isolated spot, head injuries inflicted, body found in field","As per the FIR, lured to isolated spot, head injuries inflicted, body found in field. Reported at Mandya.",Closed,1,4,,Sickle,demo-synthetic
FIR-2023-003424,Mangaluru,Mangaluru Market PS,Burglary,Property,2,12.896003,74.829463,876011273ffffff,8860112731fffff,89601127317ffff,2023-06-13T02:24:00,2023-06-15T02:26:00,2,1,"lock picked, electronics removed, CCTV wires cut","As per the FIR, lock picked, electronics removed, CCTV wires cut. Reported at Mangaluru.",Closed,1,1,498900.0,,demo-synthetic
FIR-2024-003425,Kolar,Kolar West PS,Drug Possession (NDPS),Narcotics,3,13.122003,78.157751,876189724ffffff,88618908b5fffff,89618972497ffff,2024-02-09T10:23:00,2024-02-09T15:08:00,10,4,"caught in raid, ganja seized, weighing scale recovered","The victim states that caught in raid, ganja seized, weighing scale recovered. Reported at Kolar.",ChargeSheeted,3,1,,,demo-synthetic
FIR-2025-003426,Bengaluru City,Bengaluru Market PS,Robbery,Property,4,12.963383,77.623052,8761892edffffff,8861892edbfffff,8961892eda3ffff,2025-02-23T01:51:00,2025-02-23T03:39:00,1,6,"knife brandished, wallet snatched, victim assaulted","Investigation reveals that knife brandished, wallet snatched, victim assaulted. Reported at Bengaluru City.",UnderInvestigation,2,2,109700.0,Country-made pistol,demo-synthetic
FIR-2026-003427,Bengaluru City,Bengaluru Nagar PS,Phishing / OTP Fraud,Cybercrime,3,13.005535,77.580772,8760145b2ffffff,8860145b29fffff,8960145b297ffff,2025-11-21T10:23:00,2025-11-26T11:10:00,10,4,"OTP obtained on pretext of reward, card not present transaction, multiple small debits","On the date of incident, OTP obtained on pretext of reward, card not present transaction, multiple small debits. Reported at Bengaluru City.",ChargeSheeted,1,6,282400.0,,demo-synthetic
FIR-2023-003428,Bengaluru City,Bengaluru Industrial Area PS,Robbery,Property,4,12.931224,77.580036,876189259ffffff,8861892591fffff,89618925917ffff,2026-04-20T21:10:00,2026-04-20T23:47:00,21,0,"knife brandished, valuables looted, late night near ATM","The victim states that knife brandished, valuables looted, late night near ATM. Reported at Bengaluru City.",ChargeSheeted,1,1,43200.0,Wooden stick,demo-synthetic
FIR-2024-003429,Bengaluru City,Bengaluru Lake PS,Phishing / OTP Fraud,Cybercrime,4,12.921696,77.55907,8760145a4ffffff,8860145a4bfffff,8960145a417ffff,2026-05-05T21:05:00,2026-05-06T03:34:00,21,1,"OTP obtained on pretext of reward, wallet balance transferred, social engineering used","On the date of incident, OTP obtained on pretext of reward, wallet balance transferred, social engineering used. Reported at Bengaluru City.",UnderInvestigation,1,5,,,demo-synthetic
FIR-2025-003430,Mangaluru,Mangaluru Lake PS,Cheating / Fraud,Economic,2,12.95923,74.802294,876011253ffffff,8860112535fffff,8960112537bffff,2023-12-28T09:53:00,2024-01-04T10:02:00,9,3,"forged documents used, cheque dishonoured, shell company used","Investigation reveals that forged documents used, cheque dishonoured, shell company used. Reported at Mangaluru.",ChargeSheeted,1,3,3885600.0,,demo-synthetic
FIR-2026-003431,Vijayapura,Vijayapura North PS,Burglary,Property,3,16.823401,75.711985,8760aad06ffffff,8860aad065fffff,8960aad0647ffff,2025-02-28T20:25:00,2025-03-01T04:34:00,20,4,"lock picked, almirah emptied, occupants away on travel","As per the FIR, lock picked, almirah emptied, occupants away on travel. Reported at Vijayapura.",Closed,1,4,,,demo-synthetic
FIR-2023-003432,Bengaluru City,Bengaluru Lake PS,Molestation,Crime Against Women,2,12.930965,77.581523,876189259ffffff,8861892591fffff,89618925917ffff,2024-04-20T09:03:00,2024-04-22T09:09:00,9,5,"outraged modesty, verbal abuse, workplace incident","As per the FIR, outraged modesty, verbal abuse, workplace incident. Reported at Bengaluru City.",ChargeSheeted,1,1,,,demo-synthetic
FIR-2024-003433,Bengaluru City,Bengaluru City PS,Assault,Violent,4,12.97809,77.621432,8761892edffffff,8861892ed7fffff,8961892ed67ffff,2025-10-22T23:47:00,2025-10-23T08:02:00,23,2,"old enmity, stabbed during scuffle, near liquor shop","Investigation reveals that old enmity, stabbed during scuffle, near liquor shop. Reported at Bengaluru City.",Closed,1,1,,Sickle,demo-synthetic
FIR-2025-003434,Ramanagara,Ramanagara East PS,Chain Snatching,Property,3,12.759909,77.223509,876014095ffffff,886014095dfffff,896014095d3ffff,2025-09-11T18:56:00,2025-09-11T20:24:00,18,3,"approached from behind, necklace grabbed, near market crowd","On the date of incident, approached from behind, necklace grabbed, near market crowd. Reported at Ramanagara.",ChargeSheeted,5,1,41800.0,,demo-synthetic
FIR-2026-003435,Bengaluru City,Bengaluru Nagar PS,Phishing / OTP Fraud,Cybercrime,4,12.989675,77.546879,8760145b1ffffff,8860145b17fffff,8960145b177ffff,2025-02-04T04:50:00,2025-02-11T05:47:00,4,1,"SIM swap executed, wallet balance transferred, multiple small debits","Investigation reveals that SIM swap executed, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",ChargeSheeted,1,1,20100.0,,demo-synthetic
FIR-2023-003436,Chamarajanagar,Chamarajanagar Market PS,Drug Possession (NDPS),Narcotics,4,11.909862,76.901396,876033786ffffff,8860337867fffff,89603378673ffff,2024-02-28T22:21:00,2024-02-28T23:52:00,22,2,"intercepted at checkpost, ganja seized, weighing scale recovered","On the date of incident, intercepted at checkpost, ganja seized, weighing scale recovered. Reported at Chamarajanagar.",ChargeSheeted,1,5,,,demo-synthetic
FIR-2024-003437,Kolar,Kolar Cantonment PS,House Theft,Property,4,13.106524,78.128548,8761890d6ffffff,8861890d61fffff,8961890d60bffff,2024-12-07T22:43:00,2024-12-08T01:03:00,22,5,"door latch lifted, cash from drawer taken, daytime when house empty","On the date of incident, door latch lifted, cash from drawer taken, daytime when house empty. Reported at Kolar.",Closed,1,1,127700.0,,demo-synthetic
FIR-2025-003438,Bidar,Bidar East PS,Cheating / Fraud,Economic,2,17.880965,77.540116,876084528ffffff,8860845281fffff,89608452813ffff,2024-04-03T13:07:00,2024-04-04T01:17:00,13,2,"fake investment scheme, deposits collected and absconded, shell company used","Complainant reports that fake investment scheme, deposits collected and absconded, shell company used. Reported at Bidar.",UnderInvestigation,1,1,4596300.0,,demo-synthetic
FIR-2026-003439,Belagavi,Belagavi Market PS,Burglary,Property,3,15.874411,74.471192,8760a82e2ffffff,8860a82e21fffff,8960a82e217ffff,2025-03-18T21:16:00,2025-03-19T05:55:00,21,1,"grille cut open, jewellery taken, occupants away on travel","As per the FIR, grille cut open, jewellery taken, occupants away on travel. Reported at Belagavi.",UnderInvestigation,1,2,,,demo-synthetic
FIR-2023-003440,Bengaluru City,Bengaluru Lake PS,Kidnapping,Violent,4,12.959932,77.576457,87618925bffffff,88618925b3fffff,8960145b593ffff,2024-11-18T09:44:00,2024-11-18T22:37:00,9,0,"forcibly taken, held captive, fled across district border","The victim states that forcibly taken, held captive, fled across district border. Reported at Bengaluru City.",Closed,1,6,,Country-made pistol,demo-synthetic
FIR-2024-003441,Hubballi-Dharwad,Hubballi-Dharwad Town PS,Chain Snatching,Property,3,15.368801,75.13801,8760a8953ffffff,8860a89539fffff,8960a89538fffff,2025-07-22T17:35:00,2025-07-24T18:10:00,17,1,"pillion rider snatched, necklace grabbed, fled towards main road","As per the FIR, pillion rider snatched, necklace grabbed, fled towards main road. Reported at Hubballi-Dharwad.",UnderInvestigation,3,3,101600.0,,demo-synthetic
FIR-2025-003442,Mangaluru,Mangaluru Nagar PS,Dowry Harassment,Crime Against Women,3,12.881652,74.908906,876011228ffffff,8860112289fffff,8960112288bffff,2025-08-29T13:15:00,2025-08-29T17:24:00,13,4,"demand for additional dowry, confined to room, marriage two years ago","The victim states that demand for additional dowry, confined to room, marriage two years ago. Reported at Mangaluru.",Closed,1,1,,,demo-synthetic
