fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIRNEW-2025-990290,Mangaluru,Mangaluru Market PS,Burglary,Property,3,12.923835,74.875707,87601120dffffff,88601120d5fffff,89601120d4bffff,2026-06-03T05:53:00,2026-06-03T14:43:00,5,2,"back door pried open, jewellery taken, occupants away on travel","Investigation reveals that back door pried open, jewellery taken, occupants away on travel. Reported at Mangaluru.",Open,1,1,288400.0,,demo-synthetic
FIRNEW-2026-990291,Mysuru,Bengaluru Cantonment PS,Burglary,Property,4,12.311293,76.652982,876015d98ffffff,886015d98bfffff,896015d98bbffff,2026-06-08T00:56:00,2026-06-08T13:02:00,0,0,"ventilator forced, electronics removed, occupants away on travel","Investigation reveals that ventilator forced, electronics removed, occupants away on travel. Reported at Bengaluru Rural.",Open,3,1,,,demo-synthetic
FIRNEW-2023-990292,Bengaluru City,Bengaluru East PS,Attempt to Murder,Violent,4,12.966809,77.5856,87618925bffffff,8860145b4bfffff,8960145b4b7ffff,2026-06-06T03:56:00,2026-06-06T06:50:00,3,5,"sudden assault, attacked with machete, victim survived with injuries","Investigation reveals that sudden assault, attacked with machete, victim survived with injuries. Reported at Bengaluru City.",Open,1,1,,Wooden stick,demo-synthetic
FIRNEW-2024-990293,Chikkaballapura,Chikkaballapura Rural PS,Rioting,Violent,3,13.436869,77.787694,876016d65ffffff,886016d659fffff,896016d658bffff,2026-06-09T23:51:00,2026-06-10T01:12:00,23,1,"unlawful assembly, stones pelted, curfew imposed","Investigation reveals that unlawful assembly, stones pelted, curfew imposed. Reported at Chikkaballapura.",Open,1,7,,,demo-synthetic
FIRNEW-2025-990294,Bengaluru City,Uttara Rural PS,Assault,Violent,4,12.994287,77.70622,8761892e6ffffff,8861892e6bfffff,8961892e6afffff,2026-06-03T12:45:00,2026-06-05T13:03:00,12,2,"argument over money, victim beaten with sticks, alcohol involved","On the date of incident, argument over money, victim beaten with sticks, alcohol involved. Reported at Uttara Kannada.",Open,1,1,,Wooden stick,demo-synthetic
FIRNEW-2026-990295,Bengaluru Rural,Bengaluru City PS,Domestic Violence,Crime Against Women,4,13.207051,77.600534,876016956ffffff,8860169561fffff,89601695613ffff,2026-06-10T12:11:00,2026-06-11T01:05:00,12,2,"dispute with in-laws, thrown out of house, complaint to women's helpline","Investigation reveals that dispute with in-laws, thrown out of house, complaint to women's helpline. Reported at Bengaluru Rural.",Open,2,2,,,demo-synthetic
FIRNEW-2023-990296,Mysuru,Mysuru City PS,Vehicle Theft,Property,4,12.257472,76.666592,876015d81ffffff,886015d811fffff,896015d811bffff,2026-06-11T17:32:00,2026-06-11T21:37:00,17,3,"master key used, vehicle parts stripped, from apartment basement","Investigation reveals that master key used, vehicle parts stripped, from apartment basement. Reported at Mysuru.",Open,1,1,26100.0,,demo-synthetic
FIRNEW-2024-990297,Mysuru,Ramanagara South PS,Dacoity,Property,5,12.2956,76.653654,876015d9dffffff,886015d9d1fffff,896015d9d1bffff,2026-06-07T22:08:00,2026-06-07T23:24:00,22,6,"family held hostage, valuables carried in bags, fled in waiting vehicle","As per the FIR, family held hostage, valuables carried in bags, fled in waiting vehicle. Reported at Ramanagara.",Open,1,3,3462900.0,Iron rod,demo-synthetic
FIRNEW-2025-990298,Bengaluru City,Bengaluru Rural PS,Vehicle Theft,Property,3,12.909601,77.5148,876014512ffffff,8860145121fffff,89601451207ffff,2026-06-07T00:21:00,2026-06-07T04:58:00,0,6,"duplicate key used, vehicle parts stripped, near railway station","Complainant reports that duplicate key used, vehicle parts stripped, near railway station. Reported at Bengaluru City.",Open,1,3,,,demo-synthetic
FIRNEW-2026-990299,Bengaluru City,Bengaluru Lake PS,Online Financial Fraud,Cybercrime,3,12.928094,77.596297,87618925dffffff,88618925d7fffff,89618925d7bffff,2026-06-12T18:00:00,2026-06-13T18:41:00,18,4,"fake KYC update message, OTP shared by victim, withdrawn from distant ATM","The victim states that fake KYC update message, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,1,591800.0,,demo-synthetic
FIRNEW-2023-990300,Bengaluru City,Yadgir Industrial Area PS,Kidnapping,Violent,4,12.988336,77.693834,8761892e0ffffff,8861892e09fffff,8961892e08fffff,2026-06-06T13:03:00,2026-06-06T15:28:00,13,5,"abducted in vehicle, held captive, minor victim","Investigation reveals that abducted in vehicle, held captive, minor victim. Reported at Yadgir.",Open,1,4,,Machete,demo-synthetic
FIRNEW-2024-990301,Bengaluru City,Bengaluru West PS,Online Financial Fraud,Cybercrime,2,12.955849,77.554679,8760145a2ffffff,8860145a29fffff,8960145a29bffff,2026-06-11T16:59:00,2026-06-16T17:48:00,16,3,"phishing link sent, card details captured, victim contacted on WhatsApp","Complainant reports that phishing link sent, card details captured, victim contacted on WhatsApp. Reported at Bengaluru City.",Open,1,1,534200.0,,demo-synthetic
FIRNEW-2025-990302,Bengaluru City,Bengaluru Nagar PS,Murder,Violent,5,12.995404,77.593233,8760145b6ffffff,8860145b6bfffff,8960145b6bbffff,2026-06-05T00:23:00,2026-06-05T02:37:00,0,4,"premeditated attack, shot at close range, body found in field","On the date of incident, premeditated attack, shot at close range, body found in field. Reported at Bengaluru City.",Open,1,1,,Acid,demo-synthetic
FIRNEW-2026-990303,Mysuru,Kolar Town PS,Attempt to Murder,Violent,4,12.312024,76.651661,876015d98ffffff,886015d98bfffff,896015d98abffff,2026-06-03T03:47:00,2026-06-04T04:22:00,3,2,"sudden assault, attacked with machete, victim survived with injuries","The victim states that sudden assault, attacked with machete, victim survived with injuries. Reported at Kolar.",Open,1,3,,Machete,demo-synthetic
FIRNEW-2023-990304,Mangaluru,Mangaluru Cantonment PS,Burglary,Property,3,12.90483,74.830059,876011273ffffff,8860112737fffff,89601127347ffff,2026-06-08T10:48:00,2026-06-08T13:31:00,10,0,"grille cut open, cash and gold stolen, night-time entry","On the date of incident, grille cut open, cash and gold stolen, night-time entry. Reported at Mangaluru.",Open,3,5,239400.0,,demo-synthetic
FIRNEW-2024-990305,Chikkamagaluru,Chikkamagaluru Nagar PS,Robbery,Property,4,13.341312,75.773009,8760102e9ffffff,8860102e9bfffff,8960102e9a3ffff,2026-06-13T21:33:00,2026-06-14T04:06:00,21,5,"gang surrounded victim, valuables looted, victim assaulted","On the date of incident, gang surrounded victim, valuables looted, victim assaulted. Reported at Chikkamagaluru.",Open,1,1,,Acid,demo-synthetic
FIRNEW-2025-990306,Bengaluru City,Bengaluru Market PS,Chain Snatching,Property,2,12.993217,77.697488,8761892e0ffffff,8861892e0dfffff,8961892e0c7ffff,2026-06-12T18:04:00,2026-06-14T18:39:00,18,4,"pillion rider snatched, mangalsutra pulled, victim walking alone","On the date of incident, pillion rider snatched, mangalsutra pulled, victim walking alone. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990307,Mysuru,Mysuru Nagar PS,Assault,Violent,4,12.267157,76.6146,876015d88ffffff,886015d883fffff,896015d882fffff,2026-06-09T22:10:00,2026-06-10T03:04:00,22,1,"argument over money, hit with blunt object, group attack","On the date of incident, argument over money, hit with blunt object, group attack. Reported at Mysuru.",Open,3,2,,Acid,demo-synthetic
FIRNEW-2023-990308,Uttara Kannada,Uttara West PS,Assault,Violent,3,14.764899,74.701781,8760ad01dffffff,8860ad01d3fffff,8960ad01d2fffff,2026-06-09T23:45:00,2026-06-10T12:16:00,23,1,"argument over money, victim beaten with sticks, near liquor shop","Investigation reveals that argument over money, victim beaten with sticks, near liquor shop. Reported at Uttara Kannada.",Open,1,1,,Acid,demo-synthetic
FIRNEW-2024-990309,Mysuru,Ballari Cantonment PS,Vehicle Theft,Property,3,12.309699,76.652911,876015d98ffffff,886015d98bfffff,896015d98bbffff,2026-06-02T18:51:00,2026-06-03T03:20:00,18,1,"master key used, two-wheeler driven away, outside shopping mall","The victim states that master key used, two-wheeler driven away, outside shopping mall. Reported at Ballari.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990310,Kolar,Kolar Market PS,Chain Snatching,Property,3,13.102273,78.068907,8761890deffffff,8861890de1fffff,8961890de17ffff,2026-06-10T06:35:00,2026-06-10T15:18:00,6,2,"pillion rider snatched, gold chain snatched, fled towards main road","As per the FIR, pillion rider snatched, gold chain snatched, fled towards main road. Reported at Kolar.",Open,1,5,191500.0,,demo-synthetic
FIRNEW-2026-990311,Tumakuru,Tumakuru West PS,Vehicle Theft,Property,3,13.307373,77.132604,876016a0effffff,886016a0e9fffff,896016a0e83ffff,2026-06-13T20:25:00,2026-06-14T01:17:00,20,5,"master key used, vehicle parts stripped, number plate swapped","As per the FIR, master key used, vehicle parts stripped, number plate swapped. Reported at Tumakuru.",Open,1,1,251300.0,,demo-synthetic
FIRNEW-2023-990312,Bengaluru City,Belagavi Nagar PS,Drug Possession (NDPS),Narcotics,4,12.995806,77.701025,8761892e0ffffff,8861892e0dfffff,8961892e0cbffff,2026-06-01T12:37:00,2026-06-02T12:41:00,12,0,"caught in raid, ganja seized, supplied near college","As per the FIR, caught in raid, ganja seized, supplied near college. Reported at Belagavi.",Open,3,4,,,demo-synthetic
FIRNEW-2024-990313,Bengaluru City,Bengaluru East PS,Chain Snatching,Property,3,12.996229,77.588269,8760145b6ffffff,8860145b6bfffff,8960145b6afffff,2026-06-09T06:59:00,2026-06-09T08:58:00,6,1,"two riders on motorcycle, necklace grabbed, fled towards main road","The victim states that two riders on motorcycle, necklace grabbed, fled towards main road. Reported at Bengaluru City.",Open,1,2,85100.0,,demo-synthetic
FIRNEW-2025-990314,Ballari,Ballari City PS,Molestation,Crime Against Women,3,15.159836,76.892577,8760a18e5ffffff,8860a18e51fffff,8960a18e50fffff,2026-06-08T06:18:00,2026-06-08T14:29:00,6,0,"followed victim, blocked path, workplace incident","Investigation reveals that followed victim, blocked path, workplace incident. Reported at Ballari.",Open,1,4,,,demo-synthetic
FIRNEW-2026-990315,Mysuru,Mysuru Lake PS,Attempt to Murder,Violent,4,12.312104,76.65178,876015d98ffffff,886015d98bfffff,896015d98abffff,2026-06-13T02:23:00,2026-06-15T03:21:00,2,5,"waylaid victim, fired shot but missed, gang rivalry","The victim states that waylaid victim, fired shot but missed, gang rivalry. Reported at Mysuru.",Open,1,6,,Acid,demo-synthetic
FIRNEW-2023-990316,Bengaluru City,Bengaluru West PS,Burglary,Property,3,12.949428,77.573798,8760145a6ffffff,8860145a6dfffff,8960145a6c3ffff,2026-06-07T22:41:00,2026-06-09T23:03:00,22,6,"duplicate key used, electronics removed, CCTV wires cut","As per the FIR, duplicate key used, electronics removed, CCTV wires cut. Reported at Bengaluru City.",Open,1,1,4900.0,,demo-synthetic
FIRNEW-2024-990317,Bengaluru City,Bengaluru West PS,Rioting,Violent,3,12.96724,77.564899,8760145b5ffffff,8860145b5bfffff,8960145b5abffff,2026-06-02T02:33:00,2026-06-02T05:19:00,2,1,"two groups clashed, vehicles set ablaze, communal tension","Complainant reports that two groups clashed, vehicles set ablaze, communal tension. Reported at Bengaluru City.",Open,3,4,,Machete,demo-synthetic
FIRNEW-2025-990318,Bengaluru City,Gadag North PS,Chain Snatching,Property,4,12.995266,77.699299,8761892e0ffffff,8861892e0dfffff,8961892e0cfffff,2026-06-04T06:48:00,2026-06-05T07:34:00,6,3,"pillion rider snatched, mangalsutra pulled, morning walk hours","The victim states that pillion rider snatched, mangalsutra pulled, morning walk hours. Reported at Gadag.",Open,1,1,184500.0,,demo-synthetic
FIRNEW-2026-990319,Chikkamagaluru,Chikkamagaluru East PS,Kidnapping,Violent,4,13.317347,75.754911,87601025bffffff,88601025b1fffff,89601025b13ffff,2026-06-09T19:34:00,2026-06-10T04:26:00,19,1,"lured with false promise, phone switched off, fled across district border","On the date of incident, lured with false promise, phone switched off, fled across district border. Reported at Chikkamagaluru.",Open,1,4,,Acid,demo-synthetic
FIRNEW-2023-990320,Bengaluru City,Bengaluru Nagar PS,Phishing / OTP Fraud,Cybercrime,4,12.943764,77.523244,8760145a1ffffff,8860145a15fffff,8960145a14fffff,2026-06-04T07:29:00,2026-06-05T07:38:00,7,3,"OTP obtained on pretext of reward, card not present transaction, social engineering used","On the date of incident, OTP obtained on pretext of reward, card not present transaction, social engineering used. Reported at Bengaluru City.",Open,1,4,120400.0,,demo-synthetic
FIRNEW-2024-990321,Mysuru,Bengaluru South PS,Phishing / OTP Fraud,Cybercrime,3,12.313229,76.645987,876015d98ffffff,886015d983fffff,896015d9837ffff,2026-06-05T06:59:00,2026-06-05T13:50:00,6,4,"SIM swap executed, wallet balance transferred, social engineering used","Investigation reveals that SIM swap executed, wallet balance transferred, social engineering used. Reported at Bengaluru City.",Open,1,6,151700.0,,demo-synthetic
FIRNEW-2025-990322,Mysuru,Mysuru Rural PS,Vehicle Theft,Property,3,12.257396,76.630686,876015d88ffffff,886015d889fffff,896015d8883ffff,2026-06-11T20:15:00,2026-06-11T22:19:00,20,3,"steering lock broken, car taken from parking lot, number plate swapped","Complainant reports that steering lock broken, car taken from parking lot, number plate swapped. Reported at Mysuru.",Open,1,1,25300.0,,demo-synthetic
FIRNEW-2026-990323,Bagalkote,Bagalkote Market PS,Phishing / OTP Fraud,Cybercrime,3,16.205515,75.688458,8760ae3aaffffff,8860ae3aa9fffff,8960ae3aa87ffff,2026-06-02T19:02:00,2026-06-04T19:40:00,19,1,"SIM swap executed, bank account drained, multiple small debits","Investigation reveals that SIM swap executed, bank account drained, multiple small debits. Reported at Bagalkote.",Open,1,4,262100.0,,demo-synthetic
FIRNEW-2023-990324,Bengaluru City,Ballari Market PS,Burglary,Property,3,12.990799,77.693636,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-11T05:15:00,2026-06-11T07:49:00,5,3,"back door pried open, jewellery taken, guard dog poisoned","On the date of incident, back door pried open, jewellery taken, guard dog poisoned. Reported at Ballari.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990325,Hubballi-Dharwad,Hubballi-Dharwad Nagar PS,Molestation,Crime Against Women,3,15.382867,75.130361,8760a882dffffff,8860a89537fffff,8960a89536fffff,2026-06-04T06:08:00,2026-06-04T18:26:00,6,3,"followed victim, verbal abuse, repeat offender","Complainant reports that followed victim, verbal abuse, repeat offender. Reported at Hubballi-Dharwad.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990326,Bengaluru City,Bengaluru Cantonment PS,Assault,Violent,3,12.942856,77.621198,87618925effffff,88618925ebfffff,89618925ebbffff,2026-06-04T14:36:00,2026-06-05T03:25:00,14,3,"sudden quarrel escalated, hit with blunt object, group attack","The victim states that sudden quarrel escalated, hit with blunt object, group attack. Reported at Bengaluru City.",Open,1,1,,Country-made pistol,demo-synthetic
FIRNEW-2026-990327,Mysuru,Bengaluru Cantonment PS,House Theft,Property,3,12.317585,76.641777,876015d99ffffff,886015d995fffff,896015d995bffff,2026-06-11T11:19:00,2026-06-11T23:33:00,11,3,"unlocked door entered, mobile phones lifted, domestic help suspected","Complainant reports that unlocked door entered, mobile phones lifted, domestic help suspected. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990328,Bengaluru City,Bengaluru East PS,Phishing / OTP Fraud,Cybercrime,2,13.002782,77.658038,8761892eeffffff,8861892ee1fffff,8961892ee1bffff,2026-06-07T09:17:00,2026-06-07T15:52:00,9,6,"SIM swap executed, card not present transaction, multiple small debits","Investigation reveals that SIM swap executed, card not present transaction, multiple small debits. Reported at Bengaluru City.",Open,1,1,116500.0,,demo-synthetic
FIRNEW-2024-990329,Chikkamagaluru,Chikkamagaluru Town PS,Assault,Violent,4,13.285113,75.782953,87601025cffffff,88601025cbfffff,89601025c17ffff,2026-06-10T09:40:00,2026-06-11T10:07:00,9,2,"sudden quarrel escalated, victim beaten with sticks, group attack","Investigation reveals that sudden quarrel escalated, victim beaten with sticks, group attack. Reported at Chikkamagaluru.",Open,2,1,,Machete,demo-synthetic
FIRNEW-2025-990330,Bengaluru City,Kolar Nagar PS,Online Financial Fraud,Cybercrime,4,13.002837,77.696636,8761892e0ffffff,8861892e05fffff,8961892e04bffff,2026-06-09T15:03:00,2026-06-14T15:27:00,15,1,"fake KYC update message, amount debited via UPI, withdrawn from distant ATM","On the date of incident, fake KYC update message, amount debited via UPI, withdrawn from distant ATM. Reported at Kolar.",Open,1,5,335300.0,,demo-synthetic
FIRNEW-2026-990331,Bengaluru City,Bengaluru East PS,Online Financial Fraud,Cybercrime,3,12.990712,77.549869,8760145b1ffffff,8860145b17fffff,8960145b173ffff,2026-06-13T16:20:00,2026-06-18T16:46:00,16,5,"UPI collect request, OTP shared by victim, spoofed bank SMS","Complainant reports that UPI collect request, OTP shared by victim, spoofed bank SMS. Reported at Bengaluru City.",Open,3,1,289700.0,,demo-synthetic
FIRNEW-2023-990332,Raichur,Raichur Rural PS,Assault,Violent,3,16.204555,77.306739,8760a391affffff,8860a391a5fffff,8960a391a4fffff,2026-06-07T02:11:00,2026-06-09T02:45:00,2,6,"sudden quarrel escalated, victim beaten with sticks, group attack","The victim states that sudden quarrel escalated, victim beaten with sticks, group attack. Reported at Raichur.",Open,1,1,,Knife,demo-synthetic
FIRNEW-2024-990333,Mysuru,Bengaluru East PS,Burglary,Property,3,12.308946,76.649822,876015d98ffffff,886015d98bfffff,896015d98a3ffff,2026-06-08T23:19:00,2026-06-09T08:17:00,23,0,"grille cut open, electronics removed, night-time entry","On the date of incident, grille cut open, electronics removed, night-time entry. Reported at Bengaluru Rural.",Open,1,1,479100.0,,demo-synthetic
FIRNEW-2025-990334,Dakshina Kannada,Dakshina Town PS,Excise / Illicit Liquor,Narcotics,1,12.876066,75.272829,876011074ffffff,886011074dfffff,896011074cbffff,2026-06-01T19:26:00,2026-06-02T07:59:00,19,0,"vehicle intercepted, ID liquor cartons recovered, sold without licence","The victim states that vehicle intercepted, ID liquor cartons recovered, sold without licence. Reported at Dakshina Kannada.",Open,3,5,,,demo-synthetic
FIRNEW-2026-990335,Bengaluru City,Bengaluru West PS,Domestic Violence,Crime Against Women,4,12.912107,77.614206,876189243ffffff,8861892437fffff,8961892437bffff,2026-06-03T18:15:00,2026-06-03T22:28:00,18,2,"harassment by husband, subjected to cruelty, complaint to women's helpline","Investigation reveals that harassment by husband, subjected to cruelty, complaint to women's helpline. Reported at Bengaluru City.",Open,5,1,,,demo-synthetic
FIRNEW-2023-990336,Bengaluru City,Belagavi East PS,House Theft,Property,2,12.98683,77.703186,8761892e4ffffff,8861892e47fffff,8961892e46fffff,2026-06-06T03:54:00,2026-06-08T04:06:00,3,5,"false ceiling crawled, cash from drawer taken, daytime when house empty","Complainant reports that false ceiling crawled, cash from drawer taken, daytime when house empty. Reported at Belagavi.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990337,Raichur,Raichur Industrial Area PS,Phishing / OTP Fraud,Cybercrime,2,16.185433,77.315429,8760a391effffff,8860a391e7fffff,8960a391e67ffff,2026-06-01T08:24:00,2026-06-06T09:02:00,8,0,"OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR","The victim states that OTP obtained on pretext of reward, wallet balance transferred, caller spoofed bank IVR. Reported at Raichur.",Open,1,3,266600.0,,demo-synthetic
FIRNEW-2025-990338,Chamarajanagar,Chamarajanagar Industrial Area PS,House Theft,Property,2,11.883173,76.906783,876033784ffffff,886033784dfffff,896033784c3ffff,2026-06-10T21:12:00,2026-06-12T22:00:00,21,2,"unlocked door entered, cash from drawer taken, domestic help suspected","As per the FIR, unlocked door entered, cash from drawer taken, domestic help suspected. Reported at Chamarajanagar.",Open,1,6,478100.0,,demo-synthetic
FIRNEW-2026-990339,Mysuru,Bengaluru Nagar PS,Online Financial Fraud,Cybercrime,4,12.301873,76.649935,876015d9dffffff,886015d9d7fffff,896015d9d7bffff,2026-06-10T23:42:00,2026-06-18T00:40:00,23,2,"phishing link sent, amount debited via UPI, spoofed bank SMS","Complainant reports that phishing link sent, amount debited via UPI, spoofed bank SMS. Reported at Bengaluru City.",Open,5,1,234200.0,,demo-synthetic
FIRNEW-2023-990340,Mysuru,Mysuru Lake PS,Robbery,Property,4,12.273993,76.590202,876015c16ffffff,886015c161fffff,896015c161bffff,2026-06-06T20:13:00,2026-06-06T23:00:00,20,5,"gang surrounded victim, cash and phone taken, late night near ATM","On the date of incident, gang surrounded victim, cash and phone taken, late night near ATM. Reported at Mysuru.",Open,1,4,378800.0,Machete,demo-synthetic
FIRNEW-2024-990341,Hubballi-Dharwad,Hubballi-Dharwad Lake PS,Excise / Illicit Liquor,Narcotics,3,15.385683,75.093319,8760a895affffff,8860a895a7fffff,8960a895a67ffff,2026-06-02T21:58:00,2026-06-03T00:42:00,21,1,"raid on illegal unit, ID liquor cartons recovered, unit destroyed","On the date of incident, raid on illegal unit, ID liquor cartons recovered, unit destroyed. Reported at Hubballi-Dharwad.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990342,Bengaluru City,Vijayapura West PS,Assault,Violent,2,12.991395,77.703095,8761892e0ffffff,8861892e0dfffff,8961892e0d3ffff,2026-06-10T16:58:00,2026-06-10T21:22:00,16,2,"sudden quarrel escalated, victim beaten with sticks, alcohol involved","Investigation reveals that sudden quarrel escalated, victim beaten with sticks, alcohol involved. Reported at Vijayapura.",Open,1,1,,Iron rod,demo-synthetic
FIRNEW-2026-990343,Bengaluru City,Bengaluru Industrial Area PS,Rioting,Violent,3,12.968372,77.600491,87618925affffff,88618925a7fffff,89618925a67ffff,2026-06-08T01:19:00,2026-06-08T05:42:00,1,0,"unlawful assembly, shops vandalised, after political rally","On the date of incident, unlawful assembly, shops vandalised, after political rally. Reported at Bengaluru City.",Open,1,4,,Knife,demo-synthetic
FIRNEW-2023-990344,Bengaluru City,Bengaluru Cantonment PS,Online Financial Fraud,Cybercrime,3,12.983035,77.583211,8760145b4ffffff,8860145b47fffff,8960145b42bffff,2026-06-09T15:29:00,2026-06-09T22:20:00,15,1,"UPI collect request, amount debited via UPI, withdrawn from distant ATM","The victim states that UPI collect request, amount debited via UPI, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,3,771100.0,,demo-synthetic
FIRNEW-2024-990345,Mysuru,Koppal North PS,Drug Possession (NDPS),Narcotics,2,12.313123,76.642631,876015d99ffffff,886015d99dfffff,896015d99cbffff,2026-06-12T21:48:00,2026-06-13T02:08:00,21,4,"tip-off acted upon, ganja seized, supplied near college","The victim states that tip-off acted upon, ganja seized, supplied near college. Reported at Koppal.",Open,1,6,,,demo-synthetic
FIRNEW-2025-990346,Hassan,Hassan West PS,Dowry Harassment,Crime Against Women,3,12.974331,76.068313,876010ae4ffffff,886010ae4bfffff,896010ae4abffff,2026-06-07T07:36:00,2026-06-09T07:50:00,7,6,"taunts by in-laws, mental and physical harassment, family approached police","As per the FIR, taunts by in-laws, mental and physical harassment, family approached police. Reported at Hassan.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990347,Bengaluru City,Bengaluru Market PS,Murder,Violent,5,12.96839,77.592274,8760145b4ffffff,8860145b49fffff,8960145b497ffff,2026-06-12T00:35:00,2026-06-12T06:53:00,0,4,"lured to isolated spot, stabbed multiple times, body found in field","On the date of incident, lured to isolated spot, stabbed multiple times, body found in field. Reported at Bengaluru City.",Open,1,1,,Country-made pistol,demo-synthetic
FIRNEW-2023-990348,Bengaluru City,Mangaluru Nagar PS,Assault,Violent,3,12.9877,77.697106,8761892e0ffffff,8861892e09fffff,8961892e08bffff,2026-06-03T23:24:00,2026-06-04T12:05:00,23,2,"sudden quarrel escalated, stabbed during scuffle, alcohol involved","Complainant reports that sudden quarrel escalated, stabbed during scuffle, alcohol involved. Reported at Mangaluru.",Open,1,5,,Sharp-edged weapon,demo-synthetic
FIRNEW-2024-990349,Chikkaballapura,Chikkaballapura Lake PS,Excise / Illicit Liquor,Narcotics,1,13.527605,77.768966,876016d42ffffff,886016d429fffff,896016d4297ffff,2026-06-11T16:16:00,2026-06-13T17:08:00,16,3,"raid on illegal unit, ID liquor cartons recovered, sold without licence","The victim states that raid on illegal unit, ID liquor cartons recovered, sold without licence. Reported at Chikkaballapura.",Open,1,2,,,demo-synthetic
FIRNEW-2025-990350,Chikkaballapura,Chikkaballapura Industrial Area PS,House Theft,Property,2,13.443546,77.761915,876016992ffffff,8860169927fffff,8960169927bffff,2026-06-08T19:29:00,2026-06-08T22:15:00,19,0,"door latch lifted, cash from drawer taken, domestic help suspected","As per the FIR, door latch lifted, cash from drawer taken, domestic help suspected. Reported at Chikkaballapura.",Open,1,5,331000.0,,demo-synthetic
FIRNEW-2026-990351,Mysuru,Bengaluru Cantonment PS,Online Financial Fraud,Cybercrime,2,12.31121,76.656844,876015d98ffffff,886015d989fffff,896015d988fffff,2026-06-13T11:10:00,2026-06-14T00:08:00,11,5,"fake KYC update message, OTP shared by victim, withdrawn from distant ATM","The victim states that fake KYC update message, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,3,95900.0,,demo-synthetic
FIRNEW-2023-990352,Bengaluru Rural,Bengaluru Rural PS,Dacoity,Property,5,13.198521,77.554276,876016951ffffff,8860169511fffff,8960169510fffff,2026-06-09T05:33:00,2026-06-09T07:26:00,5,1,"armed gang of five, locker looted, fled in waiting vehicle","The victim states that armed gang of five, locker looted, fled in waiting vehicle. Reported at Bengaluru Rural.",Open,4,4,4076000.0,Acid,demo-synthetic
FIRNEW-2024-990353,Bengaluru City,Bengaluru Nagar PS,Online Financial Fraud,Cybercrime,3,12.96212,77.591176,87618925bffffff,88618925b5fffff,89618925b53ffff,2026-06-02T21:03:00,2026-06-09T21:03:00,21,1,"phishing link sent, OTP shared by victim, withdrawn from distant ATM","Complainant reports that phishing link sent, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,6,,,demo-synthetic
FIRNEW-2025-990354,Bengaluru City,Bengaluru Cantonment PS,Phishing / OTP Fraud,Cybercrime,3,12.989822,77.697327,8761892e0ffffff,8861892e0dfffff,8961892e08bffff,2026-06-07T04:53:00,2026-06-07T16:53:00,4,6,"OTP obtained on pretext of reward, wallet balance transferred, multiple small debits","Investigation reveals that OTP obtained on pretext of reward, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Open,1,1,202800.0,,demo-synthetic
FIRNEW-2026-990355,Bagalkote,Bagalkote West PS,Molestation,Crime Against Women,1,16.189804,75.697539,8760ae3acffffff,8860ae3aebfffff,8960ae3aeb7ffff,2026-06-04T20:23:00,2026-06-04T22:02:00,20,3,"outraged modesty, verbal abuse, workplace incident","As per the FIR, outraged modesty, verbal abuse, workplace incident. Reported at Bagalkote.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990356,Bengaluru City,Bengaluru Industrial Area PS,Assault,Violent,3,12.970057,77.616,87618925affffff,8861892ed3fffff,8961892ed27ffff,2026-06-11T03:42:00,2026-06-11T11:43:00,3,3,"sudden quarrel escalated, hit with blunt object, alcohol involved","As per the FIR, sudden quarrel escalated, hit with blunt object, alcohol involved. Reported at Bengaluru City.",Open,1,5,,Country-made pistol,demo-synthetic
FIRNEW-2024-990357,Mysuru,Kalaburagi Cantonment PS,Drug Possession (NDPS),Narcotics,3,12.315158,76.652839,876015d98ffffff,886015d981fffff,896015d9807ffff,2026-06-01T19:00:00,2026-06-02T07:18:00,19,0,"tip-off acted upon, ganja seized, peddler network","As per the FIR, tip-off acted upon, ganja seized, peddler network. Reported at Kalaburagi.",Open,1,1,,,demo-synthetic
